frame_idx	x	y	vel_x	vel_y
924	53.805	1534.8	-0.1	49.98	
924	29.344	1376.84	-0.14	41.63	
924	52.621	1440.67	0.16	47.39	
924	42.258	1407.06	0.16	50	
925	7.039	1543.2	-0.08	45.02	
925	6.796	1421.64	-0.89	31.02	
925	19.609	1507.24	-0.21	42.03	
925	29.789	1542.76	-0.08	40	
925	30.755	1479.02	0.43	40.36	
925	18.038	1416.11	0.13	39.93	
925	6.323	1357.03	0.07	27.09	
925	17.639	1371.14	0.13	40	
925	41.402	1485.28	-0.1	50	
925	53.796	1539.81	-0.09	50.05	
925	29.403	1380.97	0.59	41.36	
925	52.653	1445.37	0.32	47.02	
925	42.275	1412.06	0.17	50	
926	7.03	1547.71	-0.09	45.13	
926	6.706	1424.74	-0.9	31.02	
926	19.601	1511.41	-0.08	41.72	
926	29.781	1546.76	-0.08	40.01	
926	30.796	1483.08	0.41	40.53	
926	18.011	1420.17	-0.27	40.55	
926	6.334	1359.83	0.11	28.08	
926	17.653	1375.14	0.14	40	
926	41.392	1490.28	-0.1	50	
926	53.785	1544.83	-0.11	50.16	
926	29.476	1385.11	0.73	41.39	
926	52.668	1449.98	0.15	46.12	
926	42.292	1417.06	0.17	50	
927	6.616	1427.84	-0.9	30.97	
927	19.592	1515.61	-0.09	41.96	
927	30.839	1487.12	0.43	40.47	
927	18.002	1424.36	-0.09	41.91	
927	6.36	1362.73	0.26	28.94	
927	17.666	1379.14	0.13	40	
927	41.382	1495.28	-0.1	50	
927	53.776	1549.83	-0.09	50.06	
927	29.539	1389.26	0.63	41.49	
927	52.667	1454.54	-0.01	45.54	
927	42.308	1422.06	0.16	50	
927	42.598	1358.55	0.15	44.92	
928	6.527	1430.92	-0.89	30.84	
928	19.584	1519.85	-0.08	42.39	
928	30.88	1491.16	0.41	40.38	
928	18.039	1428.67	0.37	43.09	
928	6.386	1365.63	0.26	29.01	
928	17.679	1383.14	0.13	40	
928	41.373	1500.28	-0.09	50	
928	29.603	1393.41	0.64	41.53	
928	52.682	1459.11	0.15	45.69	
928	42.325	1427.06	0.17	50	
928	42.613	1363.06	0.15	45.08	
929	6.431	1434.01	-0.96	30.89	
929	19.575	1524.11	-0.09	42.61	
929	30.925	1495.2	0.45	40.45	
929	18.095	1433.11	0.56	44.45	
929	6.418	1368.45	0.32	28.22	
929	17.692	1387.14	0.13	40	
929	41.362	1505.28	-0.11	50	
929	29.667	1397.56	0.64	41.49	
929	52.696	1463.7	0.14	45.95	
929	42.342	1432.06	0.17	50	
929	42.627	1367.56	0.14	45	
930	6.319	1437.15	-1.12	31.42	
930	19.567	1528.37	-0.08	42.6	
930	30.942	1499.29	0.17	40.87	
930	18.111	1437.62	0.16	45.07	
930	6.388	1371.18	-0.3	27.28	
930	17.706	1391.14	0.14	40.01	
930	41.353	1510.28	-0.09	50	
930	29.731	1401.7	0.64	41.4	
930	52.67	1468.34	-0.26	46.34	
930	42.358	1437.06	0.16	50	
930	42.642	1372.06	0.15	45	
931	6.253	1440.42	-0.66	32.62	
931	19.559	1532.63	-0.08	42.59	
931	30.95	1503.46	0.08	41.72	
931	18.125	1442.14	0.14	45.16	
931	6.359	1373.9	-0.29	27.2	
931	17.719	1395.14	0.13	39.96	
931	41.343	1515.28	-0.1	50	
931	29.791	1405.84	0.6	41.39	
931	52.678	1472.98	0.08	46.48	
931	42.375	1442.06	0.17	49.99	
931	42.658	1376.56	0.16	45.01	
932	6.242	1443.81	-0.11	33.89	
932	19.55	1536.87	-0.09	42.45	
932	30.975	1507.74	0.25	42.78	
932	18.14	1446.64	0.15	45.05	
932	6.366	1376.71	0.07	28.17	
932	17.732	1399.12	0.13	39.83	
932	41.333	1520.28	-0.1	49.99	
932	29.855	1410.01	0.64	41.66	
932	52.668	1477.64	-0.1	46.52	
932	42.391	1447.06	0.16	50	
932	28.587	1355.59	0.31	44.29	
932	42.673	1381.06	0.15	45	
933	6.275	1447.31	0.33	35.08	
933	19.542	1541.08	-0.08	42.04	
933	30.992	1512.11	0.17	43.63	
933	18.155	1451.13	0.15	44.92	
933	6.416	1379.65	0.5	29.38	
933	17.746	1403.12	0.14	39.94	
933	41.323	1525.28	-0.1	50	
933	29.926	1414.24	0.71	42.31	
933	52.676	1482.27	0.08	46.31	
933	42.408	1452.05	0.17	49.87	
933	28.602	1360.08	0.15	44.97	
933	42.687	1385.56	0.14	45	
934	6.293	1450.87	0.18	35.61	
934	19.534	1545.24	-0.08	41.62	
934	30.981	1516.51	-0.11	44.05	
934	18.17	1455.64	0.15	45.06	
934	6.427	1382.66	0.11	30.06	
934	17.718	1407.17	-0.28	40.54	
934	41.314	1530.28	-0.09	50	
934	30.033	1418.56	1.07	43.18	
934	52.65	1486.82	-0.26	45.55	
934	42.425	1457.06	0.17	50.13	
934	28.617	1364.6	0.15	45.19	
934	42.702	1390.06	0.15	45	
935	6.305	1454.44	0.12	35.64	
935	19.526	1549.4	-0.08	41.61	
935	30.972	1520.92	-0.09	44.12	
935	18.184	1460.17	0.14	45.29	
935	6.437	1385.67	0.1	30.16	
935	17.708	1411.36	-0.1	41.92	
935	41.303	1535.28	-0.11	50	
935	30.148	1422.94	1.15	43.84	
935	52.641	1491.32	-0.09	44.94	
935	42.441	1462.13	0.16	50.68	
935	28.632	1369.11	0.15	45.04	
935	42.717	1394.56	0.15	44.99	
936	6.317	1457.99	0.12	35.56	
936	30.963	1525.33	-0.09	44.03	
936	18.194	1464.71	0.1	45.39	
936	6.446	1388.68	0.09	30.04	
936	17.746	1415.67	0.38	43.08	
936	41.294	1540.28	-0.09	50	
936	30.266	1427.35	1.18	44.11	
936	52.632	1495.79	-0.09	44.69	
936	42.439	1467.21	-0.02	50.89	
936	28.648	1373.6	0.16	44.99	
936	42.732	1399.06	0.15	45	
937	6.328	1461.55	0.11	35.56	
937	30.954	1529.72	-0.09	43.99	
937	18.185	1469.24	-0.09	45.29	
937	6.456	1391.68	0.1	29.99	
937	17.802	1420.11	0.56	44.45	
937	41.284	1545.28	-0.1	50	
937	30.38	1431.76	1.14	44.09	
937	52.623	1500.28	-0.09	44.89	
937	42.429	1472.28	-0.1	50.69	
937	28.663	1378.1	0.15	45	
937	42.747	1403.56	0.15	45	
938	6.332	1465.1	0.04	35.49	
938	30.946	1534.12	-0.08	43.99	
938	18.176	1473.74	-0.09	45.06	
938	6.466	1394.68	0.1	30	
938	17.817	1424.62	0.15	45.07	
938	30.495	1436.16	1.15	44	
938	52.574	1504.83	-0.49	45.57	
938	42.418	1477.3	-0.11	50.13	
938	28.677	1382.6	0.14	45	
938	42.763	1408.06	0.16	45	
939	6.318	1468.65	-0.14	35.48	
939	30.93	1538.52	-0.16	43.96	
939	18.166	1478.24	-0.1	44.94	
939	6.477	1397.68	0.11	30	
939	17.832	1429.14	0.15	45.16	
939	30.61	1440.56	1.15	43.99	
939	52.541	1509.52	-0.33	46.86	
939	42.409	1482.28	-0.09	49.87	
939	28.692	1387.1	0.15	45	
939	42.778	1412.56	0.15	45	
940	6.298	1472.24	-0.2	35.9	
940	30.928	1542.92	-0.02	43.99	
940	18.157	1482.74	-0.09	45	
940	6.487	1400.68	0.1	30	
940	17.847	1433.64	0.15	45.05	
940	30.724	1444.96	1.14	43.98	
940	52.58	1514.35	0.39	48.27	
940	42.398	1487.28	-0.11	50	
940	28.707	1391.6	0.15	45	
940	42.792	1417.06	0.14	45	
941	6.296	1475.93	-0.02	36.95	
941	30.952	1547.33	0.24	44.15	
941	18.148	1487.24	-0.09	45	
941	6.496	1403.68	0.09	30	
941	17.862	1438.14	0.15	44.98	
941	30.838	1449.35	1.14	43.95	
941	52.586	1519.24	0.06	48.96	
941	42.389	1492.28	-0.09	50	
941	28.722	1396.1	0.15	45	
941	42.807	1421.56	0.15	45	
942	6.339	1479.75	0.43	38.19	
942	18.14	1491.74	-0.08	45	
942	6.506	1406.68	0.1	30.02	
942	17.877	1442.64	0.15	45	
942	7.588	1353.18	0.11	24.98	
942	30.959	1453.74	1.21	43.9	
942	52.577	1524.12	-0.09	48.82	
942	19.299	1356.16	-0.29	35.51	
942	42.379	1497.28	-0.1	50	
942	28.737	1400.6	0.15	45	
942	42.822	1426.06	0.15	45	
942	54.379	1356.23	-0.36	43.93	
943	6.373	1483.69	0.34	39.42	
943	18.131	1496.24	-0.09	45	
943	6.516	1409.67	0.1	29.95	
943	17.891	1447.14	0.14	45	
943	7.564	1355.69	-0.24	25.16	
943	31.077	1458.17	1.18	44.25	
943	52.567	1528.98	-0.1	48.58	
943	19.288	1359.85	-0.11	36.89	
943	42.369	1502.28	-0.1	50	
943	28.752	1405.1	0.15	45	
943	42.837	1430.56	0.15	45	
943	54.335	1360.67	-0.44	44.38	
944	6.379	1487.74	0.06	40.49	
944	18.122	1500.74	-0.09	45	
944	6.527	1412.66	0.11	29.87	
944	17.907	1451.63	0.16	44.94	
944	7.483	1358.22	-0.81	25.24	
944	31.163	1462.66	0.86	44.96	
944	52.557	1533.85	-0.1	48.73	
944	19.348	1363.68	0.6	38.27	
944	42.359	1507.28	-0.1	49.99	
944	28.767	1409.6	0.15	45	
944	42.852	1435.06	0.15	45	
944	54.306	1365.13	-0.29	44.57	
945	6.389	1491.88	0.1	41.37	
945	18.114	1505.23	-0.08	44.99	
945	6.536	1415.66	0.09	29.97	
945	17.922	1456.14	0.15	45.06	
945	7.353	1360.73	-1.3	25.17	
945	31.196	1467.21	0.33	45.42	
945	52.548	1538.75	-0.09	49	
945	19.378	1367.57	0.3	38.96	
945	42.349	1512.28	-0.1	50	
945	28.782	1414.1	0.15	45	
945	42.867	1439.56	0.15	45	
945	54.319	1369.58	0.13	44.49	
945	41.344	1357.55	0.15	44.92	
946	6.38	1496.04	-0.09	41.64	
946	18.105	1509.73	-0.09	45	
946	6.53	1418.7	-0.06	30.42	
946	17.936	1460.67	0.14	45.29	
946	7.205	1363.24	-1.48	25.07	
946	31.186	1471.76	-0.1	45.48	
946	52.538	1543.64	-0.1	48.87	
946	19.39	1371.45	0.12	38.82	
946	42.339	1517.28	-0.1	50	
946	28.797	1418.6	0.15	45	
946	42.882	1444.06	0.15	45	
946	54.363	1374.04	0.44	44.61	
946	41.358	1362.06	0.14	45.08	
947	6.389	1500.16	0.09	41.16	
947	18.096	1514.23	-0.09	45	
947	6.54	1421.83	0.1	31.27	
947	17.942	1465.21	0.06	45.37	
947	7.061	1365.74	-1.44	25	
947	31.171	1476.27	-0.15	45.13	
947	52.528	1548.49	-0.1	48.48	
947	19.403	1375.3	0.13	38.47	
947	42.33	1522.28	-0.09	50	
947	28.811	1423.1	0.14	45	
947	42.897	1448.56	0.15	45	
947	54.412	1378.52	0.49	44.8	
947	41.374	1366.56	0.16	45.01	
948	6.365	1504.21	-0.24	40.55	
948	18.086	1518.73	-0.1	45	
948	6.567	1425.03	0.27	32.03	
948	17.933	1469.73	-0.09	45.29	
948	6.92	1368.24	-1.41	24.99	
948	31.162	1480.76	-0.09	44.93	
948	19.4	1379.17	-0.03	38.7	
948	42.32	1527.28	-0.1	50	
948	28.827	1427.6	0.16	45	
948	42.911	1453.04	0.14	44.87	
948	54.435	1383.01	0.23	44.96	
948	41.389	1371.06	0.15	45	
949	6.338	1508.28	-0.27	40.62	
949	18.078	1523.24	-0.08	45.01	
949	6.578	1428.27	0.11	32.4	
949	17.924	1474.24	-0.09	45.06	
949	6.777	1370.74	-1.43	25.03	
949	31.153	1485.26	-0.09	45.01	
949	19.43	1383.12	0.3	39.46	
949	42.31	1532.28	-0.1	50	
949	28.842	1432.1	0.15	45	
949	42.926	1457.56	0.15	45.12	
949	54.444	1387.52	0.09	45.03	
949	41.404	1375.56	0.15	45	
950	6.348	1512.4	0.1	41.24	
950	18.069	1527.74	-0.09	45	
950	6.589	1431.53	0.11	32.61	
950	17.916	1478.74	-0.08	44.95	
950	6.636	1373.23	-1.41	24.91	
950	31.144	1489.76	-0.09	44.99	
950	19.443	1387.12	0.13	40.01	
950	42.3	1537.28	-0.1	50	
950	28.856	1436.6	0.14	45	
950	42.942	1462.13	0.16	45.71	
950	54.459	1392.02	0.15	45.02	
950	41.418	1380.06	0.14	45	
951	6.327	1516.54	-0.21	41.42	
951	18.06	1532.23	-0.09	44.99	
951	6.583	1434.83	-0.06	32.97	
951	17.907	1483.24	-0.09	45	
951	6.494	1375.71	-1.42	24.74	
951	31.135	1494.26	-0.09	45	
951	19.456	1391.13	0.13	40.14	
951	42.29	1542.28	-0.1	49.99	
951	28.871	1441.1	0.15	45	
951	42.94	1466.71	-0.02	45.87	
951	54.473	1396.52	0.14	45	
951	41.433	1384.56	0.15	45	
952	6.325	1520.6	-0.02	40.53	
952	18.051	1536.73	-0.09	45	
952	6.594	1438.2	0.11	33.73	
952	17.898	1487.74	-0.09	45	
952	6.339	1378.21	-1.55	25.04	
952	31.126	1498.76	-0.09	45	
952	19.469	1395.14	0.13	40.05	
952	42.281	1547.28	-0.09	50.02	
952	28.886	1445.6	0.15	45	
952	42.931	1471.27	-0.09	45.57	
952	54.488	1401.02	0.15	45	
952	41.448	1389.06	0.15	45	
953	6.259	1524.51	-0.66	39.12	
953	18.042	1541.23	-0.09	45	
953	6.622	1441.66	0.28	34.57	
953	17.889	1492.24	-0.09	45	
953	6.189	1380.88	-1.5	26.7	
953	31.117	1503.26	-0.09	45	
953	19.483	1399.13	0.14	39.98	
953	28.902	1450.09	0.16	44.88	
953	42.922	1475.78	-0.09	45.09	
953	54.504	1405.52	0.16	45.01	
953	41.463	1393.56	0.15	45	
953	29.345	1358.1	0.31	44.56	
954	6.2	1528.3	-0.59	37.91	
954	18.033	1545.73	-0.09	45	
954	6.635	1445.16	0.13	35.03	
954	17.88	1496.73	-0.09	44.99	
954	6.128	1383.7	-0.61	28.19	
954	31.108	1507.76	-0.09	45	
954	19.496	1403.13	0.13	39.99	
954	28.916	1454.61	0.14	45.18	
954	42.896	1480.3	-0.26	45.21	
954	54.518	1410.02	0.14	45	
954	41.478	1398.06	0.15	45	
954	29.377	1362.56	0.32	44.67	
955	6.2	1532.04	0	37.42	
955	6.646	1448.67	0.11	35.13	
955	17.871	1501.23	-0.09	45	
955	6.109	1386.68	-0.19	29.81	
955	31.099	1512.26	-0.09	45	
955	19.509	1407.13	0.13	40	
955	28.932	1459.18	0.16	45.71	
955	42.874	1484.91	-0.22	46.1	
955	54.533	1414.52	0.15	44.99	
955	41.493	1402.56	0.15	45	
955	29.392	1366.95	0.15	43.84	
956	6.192	1535.78	-0.08	37.37	
956	6.657	1452.18	0.11	35.06	
956	17.863	1505.73	-0.08	45	
956	6.179	1389.81	0.7	31.31	
956	31.09	1516.76	-0.09	45	
956	19.523	1411.13	0.14	40	
956	28.963	1463.72	0.31	45.41	
956	42.898	1489.61	0.24	47	
956	54.548	1419.02	0.15	45	
956	41.508	1407.06	0.15	45	
956	29.389	1371.23	-0.03	42.83	
957	6.184	1539.53	-0.08	37.49	
957	6.669	1455.67	0.12	34.92	
957	17.854	1510.23	-0.09	45	
957	6.252	1393.11	0.73	32.96	
957	31.082	1521.26	-0.08	45.01	
957	19.535	1415.13	0.12	40.01	
957	28.986	1468.07	0.23	43.45	
957	43.01	1494.41	1.12	47.95	
957	54.563	1423.52	0.15	45	
957	41.523	1411.56	0.15	44.99	
957	29.403	1375.47	0.14	42.44	
958	6.177	1543.27	-0.07	37.45	
958	6.681	1459.16	0.12	34.89	
958	17.845	1514.73	-0.09	45	
958	6.313	1396.43	0.61	33.26	
958	31.073	1525.76	-0.09	45.01	
958	19.549	1419.13	0.14	40	
958	28.964	1472.27	-0.22	41.99	
958	43.224	1499.3	2.14	48.95	
958	54.578	1428.02	0.15	45	
958	41.538	1416.06	0.15	45	
958	29.4	1379.75	-0.03	42.79	
959	6.169	1547	-0.08	37.28	
959	6.692	1462.67	0.11	35.08	
959	17.836	1519.23	-0.09	45	
959	6.374	1399.74	0.61	33.1	
959	31.064	1530.26	-0.09	44.98	
959	19.562	1423.13	0.13	40	
959	28.927	1476.3	-0.37	40.36	
959	43.502	1504.27	2.78	49.72	
959	19.094	1357.59	0.13	39.05	
959	54.593	1432.52	0.15	45.01	
959	41.554	1420.56	0.16	45	
959	29.415	1384.12	0.15	43.7	
959	39.447	1355.6	1.75	44.39	
960	6.673	1466.22	-0.19	35.54	
960	17.827	1523.73	-0.09	45	
960	6.435	1403.04	0.61	32.97	
960	31.026	1534.76	-0.38	44.97	
960	19.576	1427.13	0.14	39.99	
960	28.85	1480.16	-0.77	38.62	
960	43.724	1509.28	2.22	50.11	
960	19.124	1361.47	0.3	38.79	
960	54.608	1437.02	0.15	45	
960	41.568	1425.06	0.14	45	
960	29.446	1388.58	0.31	44.59	
960	39.744	1359.9	2.97	43.01	
960	54.338	1355.52	0.15	44.43	
961	6.665	1469.87	-0.08	36.41	
961	17.818	1528.23	-0.09	45	
961	6.496	1406.34	0.61	32.94	
961	31.056	1539.26	0.3	44.98	
961	19.589	1431.13	0.13	40	
961	28.886	1483.94	0.36	37.74	
961	43.837	1514.29	1.13	50.1	
961	19.12	1365.26	-0.04	37.91	
961	54.623	1441.52	0.15	45	
961	41.583	1429.56	0.15	45	
961	29.461	1393.09	0.15	45.03	
961	40.038	1364.09	2.94	41.88	
961	54.353	1360.01	0.15	44.9	
962	6.675	1473.59	0.1	37.22	
962	17.809	1532.73	-0.09	45	
962	6.553	1409.63	0.57	32.91	
962	31.188	1543.76	1.32	45.02	
962	19.602	1435.13	0.13	40	
962	28.937	1487.71	0.51	37.77	
962	43.864	1519.29	0.27	49.97	
962	19.132	1369.01	0.12	37.46	
962	54.638	1446.02	0.15	45	
962	41.598	1434.06	0.15	45	
962	29.477	1397.6	0.16	45.14	
962	40.246	1368.11	2.08	40.24	
962	54.368	1364.52	0.15	45.1	
963	6.667	1477.33	-0.08	37.4	
963	17.8	1537.23	-0.09	45	
963	6.62	1412.93	0.67	33.08	
963	31.378	1548.27	1.9	45.07	
963	19.616	1439.13	0.14	40	
963	28.98	1491.52	0.43	38.01	
963	43.826	1524.29	-0.38	49.95	
963	19.128	1372.79	-0.04	37.78	
963	54.653	1450.5	0.15	44.82	
963	41.613	1438.56	0.15	45	
963	29.491	1402.1	0.14	45.05	
963	40.381	1372.07	1.35	39.57	
963	54.382	1369.02	0.14	45	
964	6.659	1481.04	-0.08	37.09	
964	17.791	1541.73	-0.09	45	
964	6.692	1416.29	0.72	33.53	
964	19.628	1443.13	0.12	40.01	
964	29.022	1495.32	0.42	38.06	
964	43.816	1529.29	-0.1	50	
964	19.141	1376.66	0.13	38.71	
964	54.668	1455.02	0.15	45.16	
964	41.628	1443.06	0.15	45	
964	29.506	1406.6	0.15	44.98	
964	40.396	1376.06	0.15	39.89	
964	54.397	1373.52	0.15	45	
965	6.653	1484.71	-0.06	36.74	
965	17.782	1546.23	-0.09	45	
965	6.759	1419.7	0.67	34.09	
965	19.642	1447.13	0.14	39.99	
965	29.065	1499.12	0.43	37.94	
965	43.806	1534.29	-0.1	50	
965	19.17	1380.62	0.29	39.59	
965	54.683	1459.61	0.15	45.88	
965	41.642	1447.56	0.14	45	
965	29.521	1411.1	0.15	45	
965	40.343	1380.15	-0.53	40.97	
965	54.412	1378.02	0.15	45	
966	6.632	1488.42	-0.21	37.07	
966	6.815	1423.15	0.56	34.56	
966	19.656	1451.13	0.14	40	
966	29.108	1502.89	0.43	37.79	
966	43.796	1539.29	-0.1	50	
966	19.184	1384.62	0.14	40.03	
966	54.694	1464.22	0.11	46.15	
966	41.658	1452.05	0.16	44.87	
966	29.536	1415.6	0.15	44.99	
966	40.392	1384.4	0.49	42.46	
966	54.428	1382.52	0.16	45.01	
967	6.638	1492.21	0.06	37.93	
967	6.828	1426.65	0.13	34.97	
967	19.668	1455.13	0.12	39.94	
967	29.149	1506.69	0.41	38	
967	43.787	1544.29	-0.09	50	
967	19.197	1388.63	0.13	40.13	
967	54.685	1468.81	-0.09	45.89	
967	41.673	1456.56	0.15	45.13	
967	29.551	1420.1	0.15	45	
967	40.475	1388.77	0.83	43.7	
967	54.442	1387.02	0.14	45	
967	31.339	1356.1	0.16	44.67	
968	6.63	1496.04	-0.08	38.25	
968	6.819	1430.2	-0.09	35.47	
968	19.682	1459.13	0.14	40.06	
968	29.127	1510.6	-0.22	39.08	
968	43.777	1549.29	-0.1	50	
968	19.21	1392.64	0.13	40.04	
968	54.676	1473.33	-0.09	45.16	
968	41.687	1461.13	0.14	45.67	
968	29.567	1424.6	0.16	45	
968	40.637	1393.3	1.62	45.25	
968	54.457	1391.52	0.15	45	
968	31.354	1360.59	0.15	44.94	
969	6.623	1499.83	-0.07	37.92	
969	6.831	1433.82	0.12	36.2	
969	19.695	1463.17	0.13	40.32	
969	29.137	1514.66	0.1	40.58	
969	19.224	1396.63	0.14	39.98	
969	54.667	1477.81	-0.09	44.83	
969	41.691	1465.71	0.04	45.87	
969	29.582	1429.1	0.15	45	
969	40.817	1397.9	1.8	46.09	
969	54.472	1396.02	0.15	45	
969	31.369	1365.1	0.15	45.06	
970	6.616	1503.59	-0.07	37.59	
970	6.841	1437.52	0.1	37.06	
970	19.689	1467.21	-0.06	40.41	
970	29.16	1518.85	0.23	41.92	
970	19.237	1400.63	0.13	40	
970	54.658	1482.31	-0.09	45	
970	41.682	1470.28	-0.09	45.67	
970	29.596	1433.6	0.14	45	
970	40.982	1402.52	1.65	46.2	
970	54.487	1400.52	0.15	44.99	
970	31.383	1369.6	0.14	45.02	
971	6.592	1507.37	-0.24	37.79	
971	6.856	1441.32	0.15	37.93	
971	19.681	1471.24	-0.08	40.32	
971	29.217	1523.19	0.57	43.41	
971	19.25	1404.64	0.13	40.01	
971	54.649	1486.81	-0.09	45	
971	41.673	1474.79	-0.09	45.12	
971	18.217	1354.52	-0.18	33.99	
971	29.611	1438.1	0.15	45	
971	41.148	1407.13	1.66	46.03	
971	54.502	1405.02	0.15	45	
971	31.398	1374.09	0.15	44.95	
971	41.129	1355.53	0.56	44.03	
972	6.584	1511.23	-0.08	38.7	
972	6.869	1445.2	0.13	38.84	
972	19.673	1475.25	-0.08	40.08	
972	29.209	1527.65	-0.08	44.52	
972	6.083	1354.15	0.51	29.4	
972	19.263	1408.64	0.13	40	
972	54.641	1491.31	-0.08	45	
972	41.664	1479.29	-0.09	44.92	
972	18.235	1357.91	0.18	33.83	
972	29.626	1442.6	0.15	45	
972	41.313	1411.72	1.65	45.98	
972	54.516	1409.52	0.14	45	
972	31.413	1378.58	0.15	44.87	
972	41.166	1359.85	0.37	43.13	
973	6.593	1515.19	0.09	39.6	
973	6.898	1449.16	0.29	39.59	
973	19.666	1479.24	-0.07	39.89	
973	29.2	1532.12	-0.09	44.7	
973	6.093	1357.16	0.1	30.06	
973	19.277	1412.64	0.14	40	
973	54.632	1495.81	-0.09	45	
973	41.655	1483.8	-0.09	45.09	
973	18.245	1361.3	0.1	33.95	
973	29.641	1447.1	0.15	45	
973	41.478	1416.33	1.65	46.06	
973	54.532	1414.02	0.16	45.01	
973	31.428	1383.08	0.15	44.98	
973	41.157	1364.03	-0.09	41.85	
974	6.585	1519.2	-0.08	40.02	
974	6.912	1453.16	0.14	39.99	
974	19.657	1483.22	-0.09	39.86	
974	29.191	1536.57	-0.09	44.56	
974	6.102	1360.18	0.09	30.17	
974	19.291	1416.64	0.14	40	
974	54.623	1500.31	-0.09	45	
974	41.653	1488.28	-0.02	44.82	
974	18.257	1364.7	0.12	34.01	
974	29.656	1451.59	0.15	44.91	
974	41.653	1420.94	1.75	46.09	
974	54.547	1418.52	0.15	45	
974	31.427	1387.62	-0.01	45.41	
974	41.129	1368.07	-0.28	40.41	
975	6.577	1523.21	-0.08	40.13	
975	6.925	1457.17	0.13	40.16	
975	19.65	1487.22	-0.07	39.98	
975	29.182	1541.02	-0.09	44.47	
975	6.112	1363.18	0.1	30.05	
975	19.303	1420.63	0.12	39.99	
975	54.614	1504.81	-0.09	45	
975	41.647	1492.73	-0.06	44.52	
975	18.268	1368.1	0.11	33.96	
975	29.671	1456.1	0.15	45.09	
975	41.819	1425.53	1.66	45.89	
975	54.561	1423.02	0.14	45	
975	31.442	1392.23	0.15	46.16	
975	41.141	1372.06	0.12	39.9	
976	6.569	1527.21	-0.08	40.05	
976	6.938	1461.19	0.13	40.16	
976	19.625	1491.27	-0.25	40.54	
976	29.174	1545.47	-0.08	44.55	
976	6.122	1366.18	0.1	29.98	
976	19.317	1424.63	0.14	40	
976	54.605	1509.31	-0.09	45	
976	41.546	1497.2	-1.01	44.71	
976	18.279	1371.48	0.11	33.8	
976	29.686	1460.65	0.15	45.47	
976	41.938	1430.06	1.19	45.35	
976	54.577	1427.52	0.16	44.99	
976	31.455	1396.94	0.13	47.06	
976	41.14	1376.09	-0.01	40.24	
977	6.561	1531.21	-0.08	39.98	
977	6.943	1465.2	0.05	40.14	
977	19.633	1495.41	0.08	41.32	
977	29.159	1549.94	-0.15	44.62	
977	6.132	1369.18	0.1	30	
977	19.33	1428.64	0.13	40.01	
977	54.596	1513.81	-0.09	45	
977	41.393	1501.84	-1.53	46.4	
977	18.288	1374.87	0.09	33.93	
977	29.692	1465.21	0.06	45.63	
977	41.998	1434.53	0.6	44.65	
977	54.592	1432.02	0.15	45	
977	31.473	1401.74	0.18	47.97	
977	41.152	1380.21	0.12	41.26	
978	6.553	1535.21	-0.08	40	
978	6.934	1469.21	-0.09	40.07	
978	19.624	1499.57	-0.09	41.64	
978	6.143	1372.18	0.11	30	
978	19.373	1432.64	0.43	40.04	
978	54.587	1518.31	-0.09	45	
978	41.27	1506.62	-1.23	47.77	
978	18.257	1378.34	-0.31	34.67	
978	29.683	1469.76	-0.09	45.47	
978	42.013	1438.94	0.15	44.11	
978	54.607	1436.52	0.15	45	
978	31.49	1406.63	0.17	48.97	
978	41.183	1384.43	0.31	42.22	
979	6.546	1539.21	-0.07	40	
979	6.926	1473.2	-0.08	39.88	
979	19.633	1503.69	0.09	41.17	
979	6.152	1375.18	0.09	30.01	
979	19.347	1436.64	-0.26	40.01	
979	54.578	1522.81	-0.09	45	
979	41.169	1511.53	-1.01	49.12	
979	18.278	1381.96	0.21	36.18	
979	29.674	1474.27	-0.09	45.09	
979	42.019	1443.33	0.06	43.9	
979	54.622	1441.02	0.15	45	
979	31.523	1411.6	0.33	49.61	
979	41.198	1388.68	0.15	42.41	
980	6.537	1543.21	-0.09	40	
980	6.918	1477.19	-0.08	39.96	
980	19.609	1507.74	-0.24	40.51	
980	6.162	1378.18	0.1	29.96	
980	19.219	1440.64	-1.28	39.98	
980	54.569	1527.31	-0.09	45	
980	41.029	1516.61	-1.4	50.85	
980	18.332	1385.69	0.54	37.32	
980	29.664	1478.76	-0.1	44.91	
980	42.033	1447.72	0.14	43.93	
980	54.637	1445.52	0.15	45	
980	31.556	1416.56	0.33	49.62	
980	41.211	1392.88	0.13	42.06	
981	6.529	1547.21	-0.08	40	
981	6.895	1481.24	-0.23	40.41	
981	19.585	1511.78	-0.24	40.39	
981	6.172	1381.16	0.1	29.83	
981	19.034	1444.63	-1.85	39.94	
981	54.561	1531.81	-0.08	44.99	
981	40.87	1521.74	-1.59	51.22	
981	18.436	1389.57	1.04	38.82	
981	29.656	1483.26	-0.08	45.01	
981	42.048	1452.11	0.15	43.86	
981	54.652	1450	0.15	44.83	
981	31.572	1421.45	0.16	48.96	
981	41.225	1397.06	0.14	41.73	
982	6.886	1485.35	-0.09	41.16	
982	19.576	1515.88	-0.09	41.03	
982	6.182	1384.15	0.1	29.93	
982	18.905	1448.63	-1.29	39.98	
982	54.552	1536.31	-0.09	45	
982	40.71	1526.84	-1.6	51.08	
982	18.503	1393.53	0.67	39.58	
982	29.647	1487.76	-0.09	45	
982	42.062	1456.52	0.14	44.13	
982	54.666	1454.52	0.14	45.16	
982	31.59	1426.24	0.18	47.84	
